10   0.0833    0
10   0.0843    0
10   0.0853    0
10   0.0863    0
10   0.0873    0
10   0.0883    0
10   0.0893    0
10   0.0903    0
10   0.0913    0
10   0.0923    0
10   0.0933    0
10   0.0943    0
10   0.0953    0
10   0.0963    0
10   0.0973    0
10   0.0983    0
10   0.0993    0
10   0.1003    0
10   0.1013    0
10   0.1023    0
10   0.1033    0
10   0.1043    0
10   0.1053    0
10   0.1063    0
10   0.1073    0
10   0.1083    0
10   0.1093    0
10   0.1103    0
10   0.1113    0
10   0.1123    0
10   0.1133    0
10   0.1143    0
10   0.1153    0
10   0.1163    0
10   0.1173    0
10   0.1183    0
10   0.1193    0
10   0.1203    0
10   0.1213    0
10   0.1223    0
10   0.1233    0
10   0.1243    0
10   0.1253    0
10   0.1263    0
10   0.1273    0
10   0.1283    0
10   0.1293    0
10   0.1303    0
10   0.1313    0
10   0.1323    0
10   0.1333    0
10   0.1343    0
10   0.1353    0
10   0.1363    0
10   0.1373    0
10   0.1383    0
10   0.1393    0
10   0.1403    0
10   0.1413    0
10   0.1423    0
10   0.1433    0
10   0.1443    0
10   0.1453    0
10   0.1463    0
10   0.1473    0
10   0.1483    0
10   0.1493    0
10   0.1503    0
10   0.1513    0
10   0.1523    0
10   0.1533    0
10   0.1543    0
10   0.1553    0
10   0.1563    0
10   0.1573    0
10   0.1583    0
10   0.1593    0
10   0.1603    0
10   0.1613    0
10   0.1623    0
10   0.1633    0
10   0.1643    0
10   0.1653    0
10   0.1663    0
10   0.1673    0
10   0.1683    0
10   0.1693    0
10   0.1703    0
10   0.1713    0
10   0.1723    0
10   0.1733    0
10   0.1743    0
10   0.1753    0
10   0.1763    0
10   0.1773    0
10   0.1783    0
10   0.1793    0
10   0.1803    0
10   0.1813    0
10   0.1823    0
10   0.1833    0
10   0.1843    0
10   0.1853    0
10   0.1863    0
10   0.1873    0
10   0.1883    0
10   0.1893    0
10   0.1903    0
10   0.1913    0
10   0.1923    0
10   0.1933    0
10   0.1943    0
10   0.1953    0
10   0.1963    0
10   0.1973    0
10   0.1983    0
10   0.1993    0
10   0.2003    0
10   0.2013    0
10   0.2023    0
10   0.2033    0
10   0.2043    0
10   0.2053    0
10   0.2063    0
10   0.2073    0
10   0.2083    0
10   0.2093    0
10   0.2103    0
10   0.2113    0
10   0.2123    0
10   0.2133    0
10   0.2143    0
